"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","full_metadata_link","investigation_type","sequence_type","collection_date","continent","country","latitude","longitude","PI_organization","PI_organization_address","PI_organization_country","PI_firstname","PI_lastname","PI_email","env_package_full","X","project_id"
"mgm4544293","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_003","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544293.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'sample_name': 'SOIL_A_CGATGT_L007_R1_003', 'env_package': 'wastewater|sludge'}, 'type': 'wastewater|sludge', 'name': 'SOIL_A_CGATGT_L007_R1_003: wastewater|sludge', 'id': 'mge146411'}",NA,"mgp5463"
"mgm4544294","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_004","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544294.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'name': 'SOIL_A_CGATGT_L007_R1_004: wastewater|sludge', 'data': {'sample_name': 'SOIL_A_CGATGT_L007_R1_004', 'env_package': 'wastewater|sludge'}, 'type': 'wastewater|sludge', 'id': 'mge146414'}",NA,"mgp5463"
"mgm4544295","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_005","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544295.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'name': 'SOIL_A_CGATGT_L007_R1_005: wastewater|sludge', 'id': 'mge146417', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_A_CGATGT_L007_R1_005'}}",NA,"mgp5463"
"mgm4544296","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_006","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544296.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'name': 'SOIL_A_CGATGT_L007_R1_006: wastewater|sludge', 'id': 'mge146420', 'type': 'wastewater|sludge', 'data': {'sample_name': 'SOIL_A_CGATGT_L007_R1_006', 'env_package': 'wastewater|sludge'}}",NA,"mgp5463"
"mgm4544297","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_007","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544297.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge146423', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_A_CGATGT_L007_R1_007'}, 'name': 'SOIL_A_CGATGT_L007_R1_007: wastewater|sludge', 'type': 'wastewater|sludge'}",NA,"mgp5463"
"mgm4544298","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_008","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544298.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge146426', 'type': 'wastewater|sludge', 'data': {'sample_name': 'SOIL_A_CGATGT_L007_R1_008', 'env_package': 'wastewater|sludge'}, 'name': 'SOIL_A_CGATGT_L007_R1_008: wastewater|sludge'}",NA,"mgp5463"
"mgm4544299","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_009","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544299.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_A_CGATGT_L007_R1_009'}, 'type': 'wastewater|sludge', 'id': 'mge146429', 'name': 'SOIL_A_CGATGT_L007_R1_009: wastewater|sludge'}",NA,"mgp5463"
"mgm4544300","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_001","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544300.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'id': 'mge146432', 'name': 'SOIL_A_CGATGT_L007_R2_001: wastewater|sludge', 'data': {'sample_name': 'SOIL_A_CGATGT_L007_R2_001', 'env_package': 'wastewater|sludge'}}",NA,"mgp5463"
"mgm4544301","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_002","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544301.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge146435', 'name': 'SOIL_A_CGATGT_L007_R2_002: wastewater|sludge', 'type': 'wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_A_CGATGT_L007_R2_002'}}",NA,"mgp5463"
"mgm4544302","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_003","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544302.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'id': 'mge146438', 'name': 'SOIL_A_CGATGT_L007_R2_003: wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_A_CGATGT_L007_R2_003'}}",NA,"mgp5463"
"mgm4544303","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_004","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544303.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'name': 'SOIL_A_CGATGT_L007_R2_004: wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_A_CGATGT_L007_R2_004'}, 'type': 'wastewater|sludge', 'id': 'mge146441'}",NA,"mgp5463"
"mgm4544304","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_005","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544304.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'name': 'SOIL_A_CGATGT_L007_R2_005: wastewater|sludge', 'data': {'sample_name': 'SOIL_A_CGATGT_L007_R2_005', 'env_package': 'wastewater|sludge'}, 'id': 'mge146444'}",NA,"mgp5463"
"mgm4544305","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_006","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544305.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'sample_name': 'SOIL_A_CGATGT_L007_R2_006', 'env_package': 'wastewater|sludge'}, 'type': 'wastewater|sludge', 'name': 'SOIL_A_CGATGT_L007_R2_006: wastewater|sludge', 'id': 'mge146447'}",NA,"mgp5463"
"mgm4544306","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_007","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544306.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge146450', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_A_CGATGT_L007_R2_007'}, 'name': 'SOIL_A_CGATGT_L007_R2_007: wastewater|sludge', 'type': 'wastewater|sludge'}",NA,"mgp5463"
"mgm4545012","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R1_001","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4545012.3/metadata?verbosity=full","metagenome","WGS","2013-04-02",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'name': 'SOIL_B_TGACCA_L007_R1_001: wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_B_TGACCA_L007_R1_001'}, 'id': 'mge147560'}",NA,"mgp5465"
"mgm4545013","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R1_002","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4545013.3/metadata?verbosity=full","metagenome","WGS","2013-04-03",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge147563', 'type': 'wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_B_TGACCA_L007_R1_002'}, 'name': 'SOIL_B_TGACCA_L007_R1_002: wastewater|sludge'}",NA,"mgp5465"
"mgm4545014","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R1_003","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4545014.3/metadata?verbosity=full","metagenome","WGS","2013-04-04",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'name': 'SOIL_B_TGACCA_L007_R1_003: wastewater|sludge', 'id': 'mge147566', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_B_TGACCA_L007_R1_003'}}",NA,"mgp5465"
"mgm4545015","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R1_004","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4545015.3/metadata?verbosity=full","metagenome","WGS","2013-04-05",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_B_TGACCA_L007_R1_004'}, 'type': 'wastewater|sludge', 'name': 'SOIL_B_TGACCA_L007_R1_004: wastewater|sludge', 'id': 'mge147569'}",NA,"mgp5465"
"mgm4545016","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R1_005","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4545016.3/metadata?verbosity=full","metagenome","WGS","2013-04-06",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_B_TGACCA_L007_R1_005'}, 'id': 'mge147572', 'type': 'wastewater|sludge', 'name': 'SOIL_B_TGACCA_L007_R1_005: wastewater|sludge'}",NA,"mgp5465"
"mgm4545017","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R2_001","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4545017.3/metadata?verbosity=full","metagenome","WGS","2013-04-07",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge147575', 'type': 'wastewater|sludge', 'name': 'SOIL_B_TGACCA_L007_R2_001: wastewater|sludge', 'data': {'sample_name': 'SOIL_B_TGACCA_L007_R2_001', 'env_package': 'wastewater|sludge'}}",NA,"mgp5465"
"mgm4545018","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R2_002","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4545018.3/metadata?verbosity=full","metagenome","WGS","2013-04-08",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'name': 'SOIL_B_TGACCA_L007_R2_002: wastewater|sludge', 'data': {'sample_name': 'SOIL_B_TGACCA_L007_R2_002', 'env_package': 'wastewater|sludge'}, 'id': 'mge147578', 'type': 'wastewater|sludge'}",NA,"mgp5465"
"mgm4545019","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R2_003","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4545019.3/metadata?verbosity=full","metagenome","WGS","2013-04-09",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge147581', 'type': 'wastewater|sludge', 'name': 'SOIL_B_TGACCA_L007_R2_003: wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_B_TGACCA_L007_R2_003'}}",NA,"mgp5465"
"mgm4545020","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R2_004","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4545020.3/metadata?verbosity=full","metagenome","WGS","2013-04-10",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge147584', 'data': {'sample_name': 'SOIL_B_TGACCA_L007_R2_004', 'env_package': 'wastewater|sludge'}, 'type': 'wastewater|sludge', 'name': 'SOIL_B_TGACCA_L007_R2_004: wastewater|sludge'}",NA,"mgp5465"
"mgm4545189","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R1_001","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4545189.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge147755', 'data': {'sample_name': 'SOIL_C_ACAGTG_L007_R1_001', 'env_package': 'wastewater|sludge'}, 'type': 'wastewater|sludge', 'name': 'SOIL_C_ACAGTG_L007_R1_001: wastewater|sludge'}",NA,"mgp5468"
"mgm4545190","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R1_002","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4545190.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'id': 'mge147758', 'name': 'SOIL_C_ACAGTG_L007_R1_002: wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_C_ACAGTG_L007_R1_002'}}",NA,"mgp5468"
"mgm4545191","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R1_003","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4545191.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_C_ACAGTG_L007_R1_003'}, 'type': 'wastewater|sludge', 'name': 'SOIL_C_ACAGTG_L007_R1_003: wastewater|sludge', 'id': 'mge147761'}",NA,"mgp5468"
"mgm4545192","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R1_004","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4545192.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'id': 'mge147764', 'name': 'SOIL_C_ACAGTG_L007_R1_004: wastewater|sludge', 'data': {'sample_name': 'SOIL_C_ACAGTG_L007_R1_004', 'env_package': 'wastewater|sludge'}}",NA,"mgp5468"
"mgm4545193","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R1_005","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4545193.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_C_ACAGTG_L007_R1_005'}, 'name': 'SOIL_C_ACAGTG_L007_R1_005: wastewater|sludge', 'id': 'mge147767'}",NA,"mgp5468"
"mgm4545446","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R2_001","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4545446.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_C_ACAGTG_L007_R2_001'}, 'name': 'SOIL_C_ACAGTG_L007_R2_001: wastewater|sludge', 'type': 'wastewater|sludge', 'id': 'mge148130'}",NA,"mgp5468"
"mgm4545447","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R2_002","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4545447.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'sample_name': 'SOIL_C_ACAGTG_L007_R2_002', 'env_package': 'wastewater|sludge'}, 'id': 'mge148133', 'type': 'wastewater|sludge', 'name': 'SOIL_C_ACAGTG_L007_R2_002: wastewater|sludge'}",NA,"mgp5468"
"mgm4545448","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R2_003","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4545448.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge148136', 'name': 'SOIL_C_ACAGTG_L007_R2_003: wastewater|sludge', 'data': {'sample_name': 'SOIL_C_ACAGTG_L007_R2_003', 'env_package': 'wastewater|sludge'}, 'type': 'wastewater|sludge'}",NA,"mgp5468"
"mgm4545449","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R2_004","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4545449.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_C_ACAGTG_L007_R2_004'}, 'type': 'wastewater|sludge', 'id': 'mge148139', 'name': 'SOIL_C_ACAGTG_L007_R2_004: wastewater|sludge'}",NA,"mgp5468"
"mgm4545450","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R2_005","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4545450.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'name': 'SOIL_C_ACAGTG_L007_R2_005: wastewater|sludge', 'data': {'sample_name': 'SOIL_C_ACAGTG_L007_R2_005', 'env_package': 'wastewater|sludge'}, 'type': 'wastewater|sludge', 'id': 'mge148142'}",NA,"mgp5468"
"mgm4545675","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_001","UTM waste water treatment plant project D","https://api.mg-rast.org/metagenome/mgm4545675.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_D_GCCAAT_L007_R1_001'}, 'name': 'SOIL_D_GCCAAT_L007_R1_001: wastewater|sludge', 'id': 'mge148619'}",NA,"mgp5469"
"mgm4545676","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_002","UTM waste water treatment plant project D","https://api.mg-rast.org/metagenome/mgm4545676.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'name': 'SOIL_D_GCCAAT_L007_R1_002: wastewater|sludge', 'id': 'mge148622', 'type': 'wastewater|sludge', 'data': {'sample_name': 'SOIL_D_GCCAAT_L007_R1_002', 'env_package': 'wastewater|sludge'}}",NA,"mgp5469"
"mgm4545677","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_003","UTM waste water treatment plant project D","https://api.mg-rast.org/metagenome/mgm4545677.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'sample_name': 'SOIL_D_GCCAAT_L007_R1_003', 'env_package': 'wastewater|sludge'}, 'id': 'mge148625', 'name': 'SOIL_D_GCCAAT_L007_R1_003: wastewater|sludge', 'type': 'wastewater|sludge'}",NA,"mgp5469"
"mgm4545678","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_004","UTM waste water treatment plant project D","https://api.mg-rast.org/metagenome/mgm4545678.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_D_GCCAAT_L007_R1_004'}, 'name': 'SOIL_D_GCCAAT_L007_R1_004: wastewater|sludge', 'type': 'wastewater|sludge', 'id': 'mge148628'}",NA,"mgp5469"
"mgm4545679","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_005","UTM waste water treatment plant project D","https://api.mg-rast.org/metagenome/mgm4545679.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge148631', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_D_GCCAAT_L007_R1_005'}, 'type': 'wastewater|sludge', 'name': 'SOIL_D_GCCAAT_L007_R1_005: wastewater|sludge'}",NA,"mgp5469"
"mgm4545680","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_006","UTM waste water treatment plant project D","https://api.mg-rast.org/metagenome/mgm4545680.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge148634', 'type': 'wastewater|sludge', 'data': {'sample_name': 'SOIL_D_GCCAAT_L007_R1_006', 'env_package': 'wastewater|sludge'}, 'name': 'SOIL_D_GCCAAT_L007_R1_006: wastewater|sludge'}",NA,"mgp5469"
"mgm4545681","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R2_001","UTM waste water treatment plant project D","https://api.mg-rast.org/metagenome/mgm4545681.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'name': 'SOIL_D_GCCAAT_L007_R2_001: wastewater|sludge', 'data': {'sample_name': 'SOIL_D_GCCAAT_L007_R2_001', 'env_package': 'wastewater|sludge'}, 'type': 'wastewater|sludge', 'id': 'mge148637'}",NA,"mgp5469"
